UAntID,Colony,Treat,Trial,i,a,ActInact,ClustDesc
Jul15_3_yldw,Jul15_3,RemLazy,post2,0.099337748,0.054635762,A,nurse
Jul15_3_ylyg,Jul15_3,RemLazy,pre,1,0,NA,inactive
Jul15_3_ylyg,Jul15_3,RemLazy,post1,0.864238411,0.003311258,I,inactive
Jul15_3_ylyg,Jul15_3,RemLazy,post2,1,0,NA,inactive
Jul15_3_ywgo,Jul15_3,RemLazy,post1,0.770419426,0.078366446,I,inactive
Jul15_3_ywgo,Jul15_3,RemLazy,pre,1,0,NA,inactive
Jul15_3_ywog,Jul15_3,RemLazy,pre,0.40397351,0.465231788,A,forager
Jul15_4_dwdw,Jul15_4,RemLazy,pre,0.311258278,0.492273731,NA,nurse
Jul15_4_goxx,Jul15_4,RemLazy,pre,0.354304636,0.187086093,NA,patroller
Jul15_4_gxgo,Jul15_4,RemLazy,post1,0.04415011,0.472406181,A,forager
Jul15_4_gxgo,Jul15_4,RemLazy,post2,0.231788079,0.174392936,A,forager
Jul15_4_gxgo,Jul15_4,RemLazy,pre,0.270419426,0.484547461,NA,forager
Jul15_4_gxxx,Jul15_4,RemLazy,pre,0.052980132,0.453642384,NA,patroller
Jul15_4_gxxx,Jul15_4,RemLazy,post2,0.38410596,0.292494481,A,patroller
Jul15_4_gxxx,Jul15_4,RemLazy,post1,0.237306843,0.429359823,A,patroller
Jul15_4_gygy,Jul15_4,RemLazy,post1,0.338852097,0.062913907,NA,patroller
Jul15_4_gygy,Jul15_4,RemLazy,pre,0.161147903,0.313465784,NA,patroller
Jul15_4_gygy,Jul15_4,RemLazy,post2,0.505518764,0.187637969,A,patroller
Jul15_4_gyxo,Jul15_4,RemLazy,pre,0.408388521,0.181015453,NA,patroller
Jul15_4_gyxx,Jul15_4,RemLazy,post1,0.394039735,0.014900662,NA,NA
Jul15_4_gyxx,Jul15_4,RemLazy,post2,0.259381898,0.281456954,A,NA
Jul15_4_ooyy,Jul15_4,RemLazy,post2,0.516556291,0.135761589,NA,patroller
Jul15_4_ooyy,Jul15_4,RemLazy,pre,0.271523179,0.342163355,NA,patroller
Jul15_4_ooyy,Jul15_4,RemLazy,post1,0.206401766,0.305739514,NA,patroller
Jul15_4_oxoo,Jul15_4,RemLazy,pre,0.469094923,0.311258278,I,inactive
Jul15_4_oxxo,Jul15_4,RemLazy,pre,0.3598234,0.471302428,NA,inactive
Jul15_4_oxxo,Jul15_4,RemLazy,post2,0.703090508,0,NA,inactive
Jul15_4_oxxo,Jul15_4,RemLazy,post1,0.539735099,0.091059603,NA,inactive
Jul15_4_oxxw,Jul15_4,RemLazy,pre,0.941501104,0.056291391,I,inactive
Jul15_4_oyxw,Jul15_4,RemLazy,post1,0.336092715,0.390728477,A,nurse
Jul15_4_oyxw,Jul15_4,RemLazy,pre,0.09602649,0.811258278,A,nurse
Jul15_4_oyxw,Jul15_4,RemLazy,post2,0.650110375,0.162251656,NA,nurse
Jul15_4_wogx,Jul15_4,RemLazy,pre,0.625827815,0.135761589,I,inactive
Jul15_4_wooo,Jul15_4,RemLazy,post2,0.779801325,0,I,inactive
Jul15_4_wooo,Jul15_4,RemLazy,post1,0.165562914,0.593818985,A,inactive
Jul15_4_wooo,Jul15_4,RemLazy,pre,0.36589404,0.604304636,A,inactive
Jul15_4_woxw,Jul15_4,RemLazy,pre,0.122516556,0.877483444,A,nurse
Jul15_4_woxw,Jul15_4,RemLazy,post2,0.666666667,0.162251656,NA,nurse
Jul15_4_woxw,Jul15_4,RemLazy,post1,0.649006623,0.075055188,I,nurse
Jul15_4_xgxo,Jul15_4,RemLazy,post1,0.342715232,0,NA,patroller
Jul15_4_xgxo,Jul15_4,RemLazy,post2,0.975717439,0,I,patroller
Jul15_4_xgxo,Jul15_4,RemLazy,pre,0.099337748,0.497792494,A,patroller
Jul15_4_xgxw,Jul15_4,RemLazy,pre,0.370860927,0.462472406,NA,nurse
Jul15_4_xgxw,Jul15_4,RemLazy,post2,0.709713024,0.126931567,NA,nurse
Jul15_4_xgxw,Jul15_4,RemLazy,post1,0.36589404,0,NA,nurse
Jul15_4_xoxx,Jul15_4,RemLazy,post2,0.43598234,0.08388521,NA,patroller
Jul15_4_xoxx,Jul15_4,RemLazy,post1,0.644591611,0.041942605,NA,patroller
Jul15_4_xoxx,Jul15_4,RemLazy,pre,0.344370861,0.350993377,NA,patroller
Jul15_4_xwgy,Jul15_4,RemLazy,post1,0.801324503,0,I,patroller
Jul15_4_xwgy,Jul15_4,RemLazy,post2,0.477924945,0.017660044,NA,patroller
Jul15_4_xwgy,Jul15_4,RemLazy,pre,0.318984547,0.167770419,NA,patroller
Jul15_4_xwox,Jul15_4,RemLazy,pre,0.055187638,0.907284768,A,nurse
Jul15_4_xwox,Jul15_4,RemLazy,post2,0.82781457,0.028697572,I,nurse
Jul15_4_xwox,Jul15_4,RemLazy,post1,0.319536424,0.317880795,NA,nurse
Jul15_4_xwxx,Jul15_4,RemLazy,post2,0.428807947,0.014900662,NA,NA
Jul15_4_xwxx,Jul15_4,RemLazy,post1,0.504415011,0.015452539,NA,NA
Jul15_4_xwyw,Jul15_4,RemLazy,pre,0.190397351,0.32781457,NA,patroller
Jul15_4_xxxw,Jul15_4,RemLazy,pre,0.445916115,0.206401766,I,inactive
Jul15_4_xxyx,Jul15_4,RemLazy,post1,0.801324503,0.072847682,I,NA
Jul15_4_xxyx,Jul15_4,RemLazy,post2,0.869757174,0,I,NA
Jul15_4_yxxw,Jul15_4,RemLazy,post2,0.657836645,0.075055188,NA,patroller
Jul15_4_yxxw,Jul15_4,RemLazy,pre,0.438741722,0.168874172,I,patroller
Jul15_4_yxxw,Jul15_4,RemLazy,post1,0.757174393,0.114790287,I,patroller
Jul15_5_dogg,Jul15_5,RemLazy,pre,0.826710817,0.146799117,NA,inactive
Jul15_5_ggww,Jul15_5,RemLazy,post2,0.105960265,0.026490066,NA,inactive
Jul15_5_ggww,Jul15_5,RemLazy,pre,0.774834437,0.035320088,NA,inactive
Jul15_5_gooy,Jul15_5,RemLazy,pre,0.950331126,0,I,inactive
Jul15_5_gwox,Jul15_5,RemLazy,pre,0.5,0.261589404,A,nurse
Jul15_5_gxgo,Jul15_5,RemLazy,pre,0.197019868,0.332781457,A,patroller
Jul15_5_gxxx,Jul15_5,RemLazy,post1,0.080573951,0.518763797,A,patroller
Jul15_5_gxxx,Jul15_5,RemLazy,pre,0.57781457,0.043046358,NA,patroller
Jul15_5_gxxx,Jul15_5,RemLazy,post2,0.239514349,0.292494481,A,patroller
Jul15_5_gxxy,Jul15_5,RemLazy,post1,1,0,I,NA
Jul15_5_gxyx,Jul15_5,RemLazy,post2,0.378587196,0.364238411,A,NA
Jul15_5_gxyy,Jul15_5,RemLazy,pre,0.5,0.432119205,A,forager
Jul15_5_gxyy,Jul15_5,RemLazy,post2,0.10816777,0.349889625,A,forager
Jul15_5_gxyy,Jul15_5,RemLazy,post1,0.954746137,0,NA,forager
Jul15_5_gyxo,Jul15_5,RemLazy,pre,0.331125828,0.157284768,NA,patroller
Jul15_5_gyxo,Jul15_5,RemLazy,post1,0.849889625,0,NA,patroller
Jul15_5_gyxo,Jul15_5,RemLazy,post2,0.174392936,0.278145695,NA,patroller
Jul15_5_gyxx,Jul15_5,RemLazy,post2,0.082781457,0.075055188,NA,patroller
Jul15_5_gyxx,Jul15_5,RemLazy,post1,0.611479029,0.072847682,NA,patroller
Jul15_5_gyxx,Jul15_5,RemLazy,pre,0.390728477,0.103752759,NA,patroller
Jul15_5_lgoo,Jul15_5,RemLazy,post2,0.716335541,0.10816777,I,inactive
Jul15_5_lgoo,Jul15_5,RemLazy,post1,1,0,I,inactive
Jul15_5_lgoo,Jul15_5,RemLazy,pre,0.731788079,0.01214128,NA,inactive
Jul15_5_lwyo,Jul15_5,RemLazy,pre,1,0,I,inactive
Jul15_5_lxoy,Jul15_5,RemLazy,pre,0.451986755,0.259933775,A,patroller
Jul15_5_lxwg,Jul15_5,RemLazy,post1,1,0,I,NA
Jul15_5_lxwg,Jul15_5,RemLazy,post2,0.388520971,0.024282561,NA,NA
Jul15_5_lxxy,Jul15_5,RemLazy,post2,0.406181015,0.104856512,NA,NA
Jul15_5_lxxy,Jul15_5,RemLazy,post1,0.514348786,0.186534216,A,NA
Jul15_5_lyow,Jul15_5,RemLazy,post2,0.11589404,0.100441501,NA,inactive
Jul15_5_lyow,Jul15_5,RemLazy,pre,0.811258278,0.016556291,NA,inactive
Jul15_5_olgo,Jul15_5,RemLazy,pre,0.506622517,0.246136865,A,nurse
Jul15_5_olgo,Jul15_5,RemLazy,post2,0.605960265,0.153421634,NA,nurse
Jul15_5_olgo,Jul15_5,RemLazy,post1,0.333333333,0.348785872,A,nurse
Jul15_5_olog,Jul15_5,RemLazy,pre,0.652317881,0.005518764,NA,patroller
Jul15_5_ooxo,Jul15_5,RemLazy,pre,0.866445916,0.014348786,NA,inactive
Jul15_5_ooxy,Jul15_5,RemLazy,pre,0.786423841,0.094370861,NA,inactive
Jul15_5_ooxy,Jul15_5,RemLazy,post2,0.397350993,0.131346578,NA,inactive
Jul15_5_ooxy,Jul15_5,RemLazy,post1,1,0,I,inactive
Jul15_5_owow,Jul15_5,RemLazy,pre,0.56401766,0.080573951,NA,patroller
Jul15_5_owow,Jul15_5,RemLazy,post2,0.411699779,0.025386313,NA,patroller
Jul15_5_owow,Jul15_5,RemLazy,post1,0.977924945,0.008830022,NA,patroller
Jul15_5_owxg,Jul15_5,RemLazy,post1,0.453642384,0.182119205,A,patroller
Jul15_5_owxg,Jul15_5,RemLazy,pre,0.5,0.233443709,A,patroller
Jul15_5_owyx,Jul15_5,RemLazy,pre,0.963576159,0,I,inactive
Jul15_5_oxgy,Jul15_5,RemLazy,post2,0.612582781,0.071192053,I,patroller
Jul15_5_oxgy,Jul15_5,RemLazy,pre,0.508278146,0.07615894,NA,patroller
Jul15_5_oxgy,Jul15_5,RemLazy,post1,1,0,I,patroller
Jul15_5_oxoo,Jul15_5,RemLazy,pre,0.707505519,0.097130243,NA,nurse
Jul15_5_oxoo,Jul15_5,RemLazy,post1,0.981788079,0,NA,nurse
Jul15_5_oxoo,Jul15_5,RemLazy,post2,0.168874172,0.241721854,NA,nurse
Jul15_5_oxxw,Jul15_5,RemLazy,pre,0.102649007,0.382450331,A,patroller
Jul15_5_oyoy,Jul15_5,RemLazy,pre,0.5,0.112582781,NA,patroller
Jul15_5_oyoy,Jul15_5,RemLazy,post1,0.021523179,0.667218543,A,patroller
Jul15_5_oyoy,Jul15_5,RemLazy,post2,0.245033113,0.152317881,NA,patroller
Jul15_5_oyyo,Jul15_5,RemLazy,post1,0.935430464,0,NA,inactive
Jul15_5_oyyo,Jul15_5,RemLazy,pre,0.865342163,0.015452539,NA,inactive
Jul15_5_wgoy,Jul15_5,RemLazy,pre,1,0,I,inactive
Jul15_5_wgxx,Jul15_5,RemLazy,pre,0.324503311,0.367549669,A,patroller
Jul15_5_wooo,Jul15_5,RemLazy,pre,1,0,I,inactive
Jul15_5_woxx,Jul15_5,RemLazy,pre,0.136865342,0.444812362,A,patroller
Jul15_5_wwww,Jul15_5,RemLazy,pre,0,0.634657837,A,forager
Jul15_5_wwww,Jul15_5,RemLazy,post2,0.280353201,0.370860927,A,forager
Jul15_5_wwww,Jul15_5,RemLazy,post1,0.624724062,0.011037528,NA,forager
Jul15_5_wwxx,Jul15_5,RemLazy,pre,0.625827815,0.056291391,NA,patroller
Jul15_5_wwxx,Jul15_5,RemLazy,post1,0.5,0.034768212,NA,patroller
Jul15_5_wwxx,Jul15_5,RemLazy,post2,0.710816777,0,I,patroller
Jul15_5_wxgg,Jul15_5,RemLazy,post1,0.642384106,0.024282561,NA,patroller
Jul15_5_wxgg,Jul15_5,RemLazy,pre,0.637969095,0.01214128,NA,patroller
Jul15_5_wxgg,Jul15_5,RemLazy,post2,0.154525386,0.400662252,A,patroller
Jul15_5_wxxx,Jul15_5,RemLazy,post2,0.897350993,0,I,NA
Jul15_5_wygo,Jul15_5,RemLazy,pre,1,0,I,inactive
Jul15_5_wyog,Jul15_5,RemLazy,post2,0.549668874,0.066225166,NA,patroller
Jul15_5_wyog,Jul15_5,RemLazy,pre,0.514900662,0.051324503,NA,patroller
Jul15_5_wyog,Jul15_5,RemLazy,post1,1,0,I,patroller
Jul15_5_wyyw,Jul15_5,RemLazy,post1,1,0,I,NA
Jul15_5_xdyy,Jul15_5,RemLazy,post1,0.61589404,0.082781457,NA,NA
Jul15_5_xggx,Jul15_5,RemLazy,pre,0.472406181,0.026490066,NA,patroller
Jul15_5_xgxx,Jul15_5,RemLazy,post1,0.616997792,0.260485651,A,inactive
Jul15_5_xgxx,Jul15_5,RemLazy,pre,0.842715232,0.011589404,NA,inactive
Jul15_5_xgxx,Jul15_5,RemLazy,post2,0.609271523,0.071743929,NA,inactive
Jul15_5_xgyx,Jul15_5,RemLazy,pre,1,0,I,inactive
Jul15_5_xlyo,Jul15_5,RemLazy,pre,0.874172185,0,NA,inactive
Jul15_5_xogo,Jul15_5,RemLazy,post1,0.892935982,0.011037528,NA,forager
Jul15_5_xogo,Jul15_5,RemLazy,pre,0.5,0.392384106,A,forager
Jul15_5_xogo,Jul15_5,RemLazy,post2,0.742825607,0.027593819,I,forager
Jul15_5_xoxo,Jul15_5,RemLazy,post1,0.581125828,0.023178808,NA,NA
Jul15_5_xoyg,Jul15_5,RemLazy,pre,0.867549669,0.05187638,NA,inactive
Jul15_5_xxgo,Jul15_5,RemLazy,post2,0.43598234,0.118101545,NA,NA
Jul15_5_xxgw,Jul15_5,RemLazy,pre,0.607615894,0.122516556,NA,patroller
Jul15_5_xxgx,Jul15_5,RemLazy,pre,0.892384106,0,NA,inactive
Jul15_5_xxgx,Jul15_5,RemLazy,post2,0.912803532,0,I,inactive
Jul15_5_xxow,Jul15_5,RemLazy,pre,0.981236203,0.018763797,I,inactive
Jul15_5_xxox,Jul15_5,RemLazy,pre,0.971302428,0,I,inactive
Jul15_5_xxwg,Jul15_5,RemLazy,pre,0.956953642,0,I,inactive
Jul15_5_xxwg,Jul15_5,RemLazy,post1,0.93598234,0.020971302,NA,inactive
Jul15_5_xxww,Jul15_5,RemLazy,pre,0.635761589,0.11589404,NA,patroller
Jul15_5_xxxg,Jul15_5,RemLazy,post2,0.5,0.407284768,A,NA
Jul15_5_xxxo,Jul15_5,RemLazy,post2,0.168874172,0.213024283,NA,NA
Jul15_5_xxxo,Jul15_5,RemLazy,post1,0.541390728,0.048013245,NA,NA
Jul15_5_xxyx,Jul15_5,RemLazy,post1,0.57615894,0.064569536,NA,patroller
Jul15_5_xxyx,Jul15_5,RemLazy,pre,0.410596026,0.16004415,A,patroller
Jul15_5_xxyx,Jul15_5,RemLazy,post2,0.119205298,0.046357616,NA,patroller
Jul15_5_xxyy,Jul15_5,RemLazy,post2,0.456953642,0.349337748,A,NA
Jul15_5_xygg,Jul15_5,RemLazy,pre,0.182119205,0.071192053,NA,patroller
Jul15_5_xyxx,Jul15_5,RemLazy,pre,0.879139073,0.004966887,NA,inactive
Jul15_5_yggg,Jul15_5,RemLazy,post1,0.801324503,0.023178808,NA,NA
Jul15_5_yggg,Jul15_5,RemLazy,post2,0.516556291,0.055187638,NA,NA
Jul15_5_ygxw,Jul15_5,RemLazy,post2,0.24392936,0.056291391,NA,NA
Jul15_5_ygyx,Jul15_5,RemLazy,post2,0.539735099,0.007726269,NA,nurse
Jul15_5_ygyx,Jul15_5,RemLazy,pre,0.567328918,0.098233996,NA,nurse
Jul15_5_ygyx,Jul15_5,RemLazy,post1,0.826710817,0.009933775,NA,nurse
Jul15_5_ylgx,Jul15_5,RemLazy,post2,0,0.220198675,NA,NA
Jul15_5_ylgy,Jul15_5,RemLazy,post1,1,0,I,patroller
Jul15_5_ylgy,Jul15_5,RemLazy,pre,0.647350993,0.071192053,NA,patroller
Jul15_5_yowg,Jul15_5,RemLazy,pre,1,0,I,inactive
Jul15_5_yoxx,Jul15_5,RemLazy,pre,1,0,I,inactive
Jul15_5_ywxg,Jul15_5,RemLazy,post2,0,0.882450331,A,NA
Jul15_5_ywxg,Jul15_5,RemLazy,post1,0.666666667,0.161147903,A,NA
Jul15_5_yxoy,Jul15_5,RemLazy,post1,0.90397351,0,NA,inactive
Jul15_5_yxoy,Jul15_5,RemLazy,pre,0.773178808,0,NA,inactive
Jul15_5_yxoy,Jul15_5,RemLazy,post2,0.589403974,0.257174393,NA,inactive
Jul15_5_yxww,Jul15_5,RemLazy,pre,0.476821192,0,NA,patroller
Jul15_5_yxwy,Jul15_5,RemLazy,pre,0.559602649,0.041390728,NA,patroller
Jul15_5_yxxo,Jul15_5,RemLazy,pre,0.509933775,0.015452539,NA,patroller
Jul15_5_yxxo,Jul15_5,RemLazy,post1,0,0.857615894,A,patroller
Jul15_5_yxxo,Jul15_5,RemLazy,post2,0.175496689,0.089403974,NA,patroller
Jul15_5_yxxw,Jul15_5,RemLazy,post1,0.723509934,0.05794702,NA,patroller
Jul15_5_yxxw,Jul15_5,RemLazy,pre,0.503311258,0.016556291,NA,patroller
Jul15_5_yxxw,Jul15_5,RemLazy,post2,0.678807947,0.014348786,I,patroller
Jul15_5_yxxx,Jul15_5,RemLazy,pre,0.089403974,0.312913907,A,nurse
Jul15_5_yxxx,Jul15_5,RemLazy,post1,0.513245033,0.149006623,NA,nurse
Jul15_5_yxxx,Jul15_5,RemLazy,post2,0.048013245,0.541390728,A,nurse
Jul15_5_yyxo,Jul15_5,RemLazy,post2,0.666666667,0.088300221,I,inactive
Jul15_5_yyxo,Jul15_5,RemLazy,pre,0.948675497,0,I,inactive
Jul15_5_yyxo,Jul15_5,RemLazy,post1,1,0,I,inactive
Jul15_5_yyxx,Jul15_5,RemLazy,pre,0.344370861,0.125827815,NA,nurse
Jul15_5_yyyy,Jul15_5,RemLazy,post1,1,0,I,inactive
Jul15_5_yyyy,Jul15_5,RemLazy,pre,0.801324503,0.003311258,NA,inactive
Jul15_5_yyyy,Jul15_5,RemLazy,post2,0.899558499,0.025386313,I,inactive
Jun14_1_gwwg,Jun14_1,RemRandom,pre,0.105960265,0.46799117,A,patroller
Jun14_1_gyxx,Jun14_1,RemRandom,post1,0.938189845,0.026490066,NA,inactive
Jun14_1_gyxx,Jun14_1,RemRandom,post2,1,0,I,inactive
Jun14_1_gyxx,Jun14_1,RemRandom,pre,1,0,I,inactive
Jun14_1_lwxx,Jun14_1,RemRandom,pre,0.491169978,0.219646799,NA,patroller
Jun14_1_odyg,Jun14_1,RemRandom,post1,1,0,I,NA
Jun14_1_odyg,Jun14_1,RemRandom,post2,0.666666667,0.333333333,I,NA
Jun14_1_oxwo,Jun14_1,RemRandom,post1,0.552980132,0.175496689,NA,NA
Jun14_1_oxwo,Jun14_1,RemRandom,post2,0.087196468,0.360198675,NA,NA
Jun14_1_oyoy,Jun14_1,RemRandom,post1,0.261589404,0.316777042,A,forager
Jun14_1_oyoy,Jun14_1,RemRandom,pre,0.133554084,0.678807947,A,forager
Jun14_1_wwdo,Jun14_1,RemRandom,pre,0.673289183,0.105960265,NA,nurse
Jun14_1_wwdo,Jun14_1,RemRandom,post1,0.983443709,0,I,nurse
Jun14_1_wwdo,Jun14_1,RemRandom,post2,0,0.438432671,NA,nurse
Jun14_1_xggg,Jun14_1,RemRandom,pre,1,0,I,inactive
Jun14_1_xggg,Jun14_1,RemRandom,post2,0,0.750125092,A,inactive
Jun14_1_xggg,Jun14_1,RemRandom,post1,0.952538631,0.013245033,NA,inactive
Jun14_1_xogo,Jun14_1,RemRandom,post1,0.853200883,0.062913907,NA,NA
Jun14_1_xogo,Jun14_1,RemRandom,post2,0.270220751,0.310739514,NA,NA
Jun14_1_xxly,Jun14_1,RemRandom,pre,0.411699779,0.350993377,NA,nurse
Jun14_1_xxly,Jun14_1,RemRandom,post2,0,0.652435614,A,nurse
Jun14_1_xxly,Jun14_1,RemRandom,post1,0.44812362,0.386313466,A,nurse
Jun14_1_xxog,Jun14_1,RemRandom,post1,0.252759382,0.470198675,A,inactive
Jun14_1_xxog,Jun14_1,RemRandom,pre,0.468543046,0.463576159,A,inactive
Jun14_1_xxyx,Jun14_1,RemRandom,pre,0.515452539,0.383002208,NA,inactive
Jun14_1_xxyx,Jun14_1,RemRandom,post1,1,0,I,inactive
Jun14_1_ydgd,Jun14_1,RemRandom,post2,0.109271523,0.693587196,A,nurse
Jun14_1_ydgd,Jun14_1,RemRandom,pre,0.539735099,0.109271523,NA,nurse
Jun14_1_ydgd,Jun14_1,RemRandom,post1,0.657836645,0.104856512,NA,nurse
Jun14_1_ygdd,Jun14_1,RemRandom,pre,0.592715232,0.110927152,NA,patroller
Jun14_1_ygdd,Jun14_1,RemRandom,post2,0.111479029,0.614966887,NA,patroller
Jun14_1_ygdd,Jun14_1,RemRandom,post1,0.252759382,0.209713024,NA,patroller
Jun14_1_yyxy,Jun14_1,RemRandom,post2,0.279249448,0.505150846,I,NA
Jun14_1_yyxy,Jun14_1,RemRandom,post1,0.550772627,0.229580574,NA,NA
Jun14_1_yyyy,Jun14_1,RemRandom,pre,0.74392936,0.104856512,I,inactive
Jun14_3_dowo,Jun14_3,NoRem,pre,0.074013158,0.511513158,NA,forager
Jun14_3_dwdw,Jun14_3,NoRem,pre,0.452435614,0.098653422,NA,nurse
Jun14_3_dwll,Jun14_3,NoRem,pre,0.657284768,0.079470199,NA,inactive
Jun14_3_gdyw,Jun14_3,NoRem,pre,0.322847682,0.157284768,NA,patroller
Jun14_3_ggww,Jun14_3,NoRem,pre,0.533002208,0.008830022,NA,patroller
Jun14_3_glgg,Jun14_3,NoRem,pre,0.774834437,0.01986755,NA,inactive
Jun14_3_glwo,Jun14_3,NoRem,pre,0.895143488,0.005518764,NA,inactive
Jun14_3_glyl,Jun14_3,NoRem,pre,0.980263158,0,NA,inactive
Jun14_3_gogx,Jun14_3,NoRem,pre,0.5,0.5,NA,forager
Jun14_3_golw,Jun14_3,NoRem,pre,0.711111111,0.022222222,NA,inactive
Jun14_3_gooy,Jun14_3,NoRem,pre,0,1,NA,forager
Jun14_3_gowl,Jun14_3,NoRem,pre,0,1,NA,forager
Jun14_3_goyo,Jun14_3,NoRem,pre,0.291618837,0.215511405,NA,patroller
Jun14_3_gwwg,Jun14_3,NoRem,pre,0.37275396,0.193061558,NA,patroller
Jun14_3_gwxw,Jun14_3,NoRem,pre,0.676600442,0.03200883,NA,inactive
Jun14_3_gyoo,Jun14_3,NoRem,pre,0.32803532,0.165783664,NA,patroller
Jun14_3_lgdw,Jun14_3,NoRem,pre,0.213055556,0.570116959,NA,forager
Jun14_3_loog,Jun14_3,NoRem,pre,0.437064018,0.078057395,NA,patroller
Jun14_3_lowy,Jun14_3,NoRem,pre,0.272549669,0.0649117,NA,patroller
Jun14_3_lwdg,Jun14_3,NoRem,pre,0.182119205,0.264900662,NA,patroller
Jun14_3_odgy,Jun14_3,NoRem,pre,1,0,NA,inactive
Jun14_3_ogdy,Jun14_3,NoRem,pre,0.876666667,0.028333333,NA,inactive
Jun14_3_oggw,Jun14_3,NoRem,pre,0.476004415,0.188918322,NA,patroller
Jun14_3_oglo,Jun14_3,NoRem,pre,0.988888889,0.011111111,NA,inactive
Jun14_3_oolg,Jun14_3,NoRem,pre,0.41147167,0.114790287,NA,patroller
Jun14_3_ooyy,Jun14_3,NoRem,pre,0.333333333,0.666666667,NA,forager
Jun14_3_owdd,Jun14_3,NoRem,pre,0.559591611,0.001666667,NA,patroller
Jun14_3_owgg,Jun14_3,NoRem,pre,0.347690058,0.218336819,NA,nurse
Jun14_3_oydg,Jun14_3,NoRem,pre,0.652317881,0.149006623,NA,inactive
Jun14_3_oygd,Jun14_3,NoRem,pre,0.767369002,0.002192982,NA,inactive
Jun14_3_oyoy,Jun14_3,NoRem,pre,0.912828947,0,NA,inactive
Jun14_3_oywl,Jun14_3,NoRem,pre,0.507726269,0.046357616,NA,patroller
Jun14_3_wddd,Jun14_3,NoRem,pre,0.479078947,0.253157895,NA,inactive
Jun14_3_wdly,Jun14_3,NoRem,pre,0.414546784,0.092090256,NA,patroller
Jun14_3_wdyl,Jun14_3,NoRem,pre,0.643281825,0.042148639,NA,nurse
Jun14_3_wgwl,Jun14_3,NoRem,pre,0.342715232,0.293046358,NA,patroller
Jun14_3_wlgd,Jun14_3,NoRem,pre,0.592105263,0.175986842,NA,inactive
Jun14_3_wlgw,Jun14_3,NoRem,pre,0.839215174,0,NA,inactive
Jun14_3_woyg,Jun14_3,NoRem,pre,0.481905813,0.081810155,NA,patroller
Jun14_3_wwod,Jun14_3,NoRem,pre,0.269746137,0.231589404,NA,patroller
Jun14_3_wwww,Jun14_3,NoRem,pre,0.490921053,0.061337719,NA,patroller
Jun14_3_wydl,Jun14_3,NoRem,pre,0.412803532,0.046357616,NA,patroller
Jun14_3_wygo,Jun14_3,NoRem,pre,0.47304597,0.081716239,NA,patroller
Jun14_3_wyld,Jun14_3,NoRem,pre,0.187086093,0.17384106,NA,patroller
Jun14_3_wyog,Jun14_3,NoRem,pre,0.249889625,0.362163355,NA,patroller
Jun14_3_wyyw,Jun14_3,NoRem,pre,0.5,0.384444444,NA,forager
Jun14_3_yddg,Jun14_3,NoRem,pre,0.351026054,0.35702771,NA,patroller
Jun14_3_yggg,Jun14_3,NoRem,pre,0.885209713,0,NA,inactive
Jun14_3_ygow,Jun14_3,NoRem,pre,0.25,0.091059603,NA,patroller
Jun14_3_yogw,Jun14_3,NoRem,pre,0.574503311,0.150662252,NA,inactive
Jun14_3_yool,Jun14_3,NoRem,pre,0.087748344,0.660596026,NA,patroller
Jun14_3_yowg,Jun14_3,NoRem,pre,0.885833333,0.051666667,NA,inactive
Jun14_3_ywld,Jun14_3,NoRem,pre,0.816666667,0.047777778,NA,inactive
Jun14_3_ywwy,Jun14_3,NoRem,pre,0.457574503,0.026490066,NA,patroller
Jun14_3_yydo,Jun14_3,NoRem,pre,0.862582781,0.137417219,NA,nurse
Jun14_3_yyww,Jun14_3,NoRem,pre,0.264824561,0.168530702,NA,patroller
Jun14_3_yyyy,Jun14_3,NoRem,pre,0.161184211,0.514802632,NA,forager
Jun14_4_ddgx,Jun14_4,RemRandom,pre,0.5,0.392384106,NA,nurse
Jun14_4_doox,Jun14_4,RemRandom,pre,0.011037528,0.921633554,A,forager
Jun14_4_dxgx,Jun14_4,RemRandom,post1,0.341059603,0.3200883,I,NA
Jun14_4_dxxx,Jun14_4,RemRandom,pre,0.018211921,0.917218543,A,forager
Jun14_4_dyxx,Jun14_4,RemRandom,pre,0.166358476,0.100090307,NA,patroller
Jun14_4_dyxx,Jun14_4,RemRandom,post1,0,0.984547461,A,patroller
Jun14_4_gggx,Jun14_4,RemRandom,pre,0.205298013,0.118101545,NA,patroller
Jun14_4_ggww,Jun14_4,RemRandom,pre,0.248279866,0.257174393,NA,patroller
Jun14_4_ggxx,Jun14_4,RemRandom,post1,0.007726269,0.850993377,NA,NA
Jun14_4_glow,Jun14_4,RemRandom,pre,0.397874201,0.115313494,NA,patroller
Jun14_4_gwgx,Jun14_4,RemRandom,pre,0.411699779,0.054083885,NA,patroller
Jun14_4_gwyx,Jun14_4,RemRandom,pre,0.870860927,0,I,inactive
Jun14_4_gxxx,Jun14_4,RemRandom,post1,0.107615894,0.518211921,NA,nurse
Jun14_4_gxxx,Jun14_4,RemRandom,pre,0.17218543,0.6799117,A,nurse
Jun14_4_gyxw,Jun14_4,RemRandom,post1,0.035320088,0.685430464,NA,inactive
Jun14_4_gyxw,Jun14_4,RemRandom,post2,0.026490066,0.569536424,A,inactive
Jun14_4_gyxw,Jun14_4,RemRandom,pre,0.5,0.240066225,NA,inactive
Jun14_4_lgxx,Jun14_4,RemRandom,pre,0.232891832,0.333333333,NA,nurse
