UAntID,Colony,Treat,Trial,i,a,ActInact,ClustDesc
Jul14_20_ygdd,Jul14_20,RemLazy,post1,0.494481236,0.016556291,NA,NA
Jul14_20_yggg,Jul14_20,RemLazy,pre,0.841059603,0,I,inactive
Jul14_20_yloo,Jul14_20,RemLazy,pre,0.809050773,0.04415011,NA,inactive
Jul14_20_yloo,Jul14_20,RemLazy,post1,0.539735099,0.09602649,NA,inactive
Jul14_20_yowg,Jul14_20,RemLazy,pre,0.792266372,0.013333333,NA,inactive
Jul14_20_yowg,Jul14_20,RemLazy,post1,0.102649007,0.150662252,NA,inactive
Jul14_20_yoxg,Jul14_20,RemLazy,post2,0.17218543,0.634657837,A,NA
Jul14_20_ywld,Jul14_20,RemLazy,post1,1,0,I,NA
Jul14_20_ywld,Jul14_20,RemLazy,post2,0.781456954,0.079470199,I,NA
Jul14_20_ywll,Jul14_20,RemLazy,pre,0.857377049,0.052459016,I,inactive
Jul14_20_yylg,Jul14_20,RemLazy,post1,0.541390728,0.087748344,NA,NA
Jul14_20_yyww,Jul14_20,RemLazy,post2,0.304635762,0.029801325,NA,patroller
Jul14_20_yyww,Jul14_20,RemLazy,post1,0.133554084,0.046357616,NA,patroller
Jul14_20_yyww,Jul14_20,RemLazy,pre,0.5,0.141666667,NA,patroller
Jul14_20_yyyy,Jul14_20,RemLazy,post1,0.28807947,0.281456954,A,patroller
Jul14_20_yyyy,Jul14_20,RemLazy,pre,0.126931567,0.411420162,A,patroller
Jul14_21_ddgl,Jul14_21,RemLazy,pre,0.708825694,0.01214128,I,inactive
Jul14_21_ddww,Jul14_21,RemLazy,pre,0.248344371,0.288844162,A,nurse
Jul14_21_doxd,Jul14_21,RemLazy,pre,0.319799737,0.141922405,NA,patroller
Jul14_21_dwoo,Jul14_21,RemLazy,post1,0.690397351,0.206953642,A,patroller
Jul14_21_dwoo,Jul14_21,RemLazy,post2,0.66004415,0.21192053,NA,patroller
Jul14_21_dwoo,Jul14_21,RemLazy,pre,0.312913907,0.05794702,NA,patroller
Jul14_21_ggww,Jul14_21,RemLazy,pre,0.214128035,0.491169978,A,forager
Jul14_21_ggyy,Jul14_21,RemLazy,post1,1,0,I,nurse
Jul14_21_ggyy,Jul14_21,RemLazy,pre,0.291390728,0.274737047,A,nurse
Jul14_21_ggyy,Jul14_21,RemLazy,post2,0.589403974,0.007726269,NA,nurse
Jul14_21_gldd,Jul14_21,RemLazy,post1,0.539735099,0.39183223,A,inactive
Jul14_21_gldd,Jul14_21,RemLazy,pre,0.5,0.065359477,NA,inactive
Jul14_21_gldd,Jul14_21,RemLazy,post2,0.926048565,0,I,inactive
Jul14_21_lgll,Jul14_21,RemLazy,pre,0.708061002,0.029411765,I,inactive
Jul14_21_llgl,Jul14_21,RemLazy,pre,0.392384106,0.08496732,NA,patroller
Jul14_21_llww,Jul14_21,RemLazy,pre,0.591611479,0.050209929,NA,inactive
Jul14_21_lydd,Jul14_21,RemLazy,pre,0.68627451,0.024509804,I,inactive
Jul14_21_lygg,Jul14_21,RemLazy,post2,0.945916115,0,I,inactive
Jul14_21_lygg,Jul14_21,RemLazy,pre,0.590507726,0.100124082,NA,inactive
Jul14_21_lygg,Jul14_21,RemLazy,post1,0.857615894,0.132450331,NA,inactive
Jul14_21_oogl,Jul14_21,RemLazy,pre,0.628403238,0.005446623,I,inactive
Jul14_21_ooyy,Jul14_21,RemLazy,pre,0,0.172412674,NA,patroller
Jul14_21_owxd,Jul14_21,RemLazy,pre,0,0.068627451,NA,patroller
Jul14_21_owxx,Jul14_21,RemLazy,post1,0.930463576,0.050772627,I,NA
Jul14_21_owxx,Jul14_21,RemLazy,post2,0.902869757,0,NA,NA
Jul14_21_wddd,Jul14_21,RemLazy,pre,0.718543046,0.026490066,I,inactive
Jul14_21_wolx,Jul14_21,RemLazy,pre,0.451434879,0.101942028,NA,inactive
Jul14_21_wolx,Jul14_21,RemLazy,post1,0.668874172,0.195364238,A,inactive
Jul14_21_wolx,Jul14_21,RemLazy,post2,0.27593819,0.426048565,A,inactive
Jul14_21_wooo,Jul14_21,RemLazy,post1,0.850993377,0.007726269,NA,inactive
Jul14_21_wooo,Jul14_21,RemLazy,pre,0.562610916,0.145442872,NA,inactive
Jul14_21_woxx,Jul14_21,RemLazy,post2,0.611479029,0.242825607,A,NA
Jul14_21_wwgx,Jul14_21,RemLazy,pre,0.317750941,0.026143791,NA,patroller
Jul14_21_wwgx,Jul14_21,RemLazy,post1,0.678807947,0.160596026,NA,patroller
Jul14_21_wwyy,Jul14_21,RemLazy,pre,0.024509804,0.14388824,NA,patroller
Jul14_21_wwyy,Jul14_21,RemLazy,post1,0.520971302,0.136865342,NA,patroller
Jul14_21_wxgg,Jul14_21,RemLazy,pre,0.34422658,0.225641692,A,nurse
Jul14_21_wxgg,Jul14_21,RemLazy,post1,0.838852097,0,NA,nurse
Jul14_21_xdyy,Jul14_21,RemLazy,pre,0.60130719,0.145424837,I,inactive
Jul14_21_xlyy,Jul14_21,RemLazy,pre,0.301288433,0.136519067,NA,patroller
Jul14_21_xxll,Jul14_21,RemLazy,pre,0.015452539,0.319799737,A,patroller
Jul14_21_yggg,Jul14_21,RemLazy,post1,0.473509934,0.059602649,NA,patroller
Jul14_21_yggg,Jul14_21,RemLazy,pre,0.282315428,0.215246216,NA,patroller
Jul14_21_yxxx,Jul14_21,RemLazy,post1,1,0,I,NA
Jul14_21_yyyy,Jul14_21,RemLazy,post1,0.720750552,0.052980132,NA,patroller
Jul14_21_yyyy,Jul14_21,RemLazy,pre,0.156732892,0.233339105,A,patroller
Jul15_1_gggl,Jul15_1,RemLazy,post1,0.35209713,0.55187638,A,inactive
Jul15_1_gggl,Jul15_1,RemLazy,pre,0.700331126,0.266556291,A,inactive
Jul15_1_gggl,Jul15_1,RemLazy,post2,0.766004415,0.188741722,I,inactive
Jul15_1_ggwx,Jul15_1,RemLazy,post2,0.663355408,0.262693157,NA,inactive
Jul15_1_ggwx,Jul15_1,RemLazy,post1,0.294701987,0.426048565,NA,inactive
Jul15_1_ggwx,Jul15_1,RemLazy,pre,0.651214128,0.219646799,A,inactive
Jul15_1_ggyy,Jul15_1,RemLazy,post2,0.609271523,0.165562914,NA,patroller
Jul15_1_ggyy,Jul15_1,RemLazy,pre,0.662251656,0.100993377,NA,patroller
Jul15_1_ggyy,Jul15_1,RemLazy,post1,0.164459161,0.494481236,A,patroller
Jul15_1_glwo,Jul15_1,RemLazy,post1,0.346578366,0.152317881,NA,nurse
Jul15_1_glwo,Jul15_1,RemLazy,pre,0.056291391,0.756622517,A,nurse
Jul15_1_glwo,Jul15_1,RemLazy,post2,0.344370861,0.34602649,A,nurse
Jul15_1_golw,Jul15_1,RemLazy,pre,0.920529801,0,I,inactive
Jul15_1_gwgw,Jul15_1,RemLazy,post2,0.522075055,0.04415011,NA,inactive
Jul15_1_gwgw,Jul15_1,RemLazy,post1,0.525386313,0.247240618,NA,inactive
Jul15_1_gwgw,Jul15_1,RemLazy,pre,0.753863135,0.04415011,NA,inactive
Jul15_1_gwxx,Jul15_1,RemLazy,pre,0.886313466,0.038631347,I,inactive
Jul15_1_gxwl,Jul15_1,RemLazy,post2,0.442604857,0.238410596,NA,inactive
Jul15_1_gxwl,Jul15_1,RemLazy,pre,0.868653422,0.091611479,NA,inactive
Jul15_1_gxwl,Jul15_1,RemLazy,post1,0.497792494,0.454746137,NA,inactive
Jul15_1_gxxx,Jul15_1,RemLazy,pre,0.876379691,0,NA,inactive
Jul15_1_gxxx,Jul15_1,RemLazy,post2,0.675496689,0.065121413,NA,inactive
Jul15_1_gxxx,Jul15_1,RemLazy,post1,0.358719647,0.205298013,NA,inactive
Jul15_1_llgl,Jul15_1,RemLazy,pre,0.931567329,0.008830022,I,inactive
Jul15_1_lowy,Jul15_1,RemLazy,post2,0.754966887,0.057395143,NA,patroller
Jul15_1_lowy,Jul15_1,RemLazy,pre,0.353200883,0.166666667,NA,patroller
Jul15_1_lowy,Jul15_1,RemLazy,post1,0.388520971,0.477924945,NA,patroller
Jul15_1_lwxx,Jul15_1,RemLazy,post1,0.333333333,0.507726269,A,patroller
Jul15_1_lwxx,Jul15_1,RemLazy,post2,0.273730684,0.155629139,NA,patroller
Jul15_1_lwxx,Jul15_1,RemLazy,pre,0.543046358,0.054635762,NA,patroller
Jul15_1_lxgo,Jul15_1,RemLazy,pre,0.889624724,0.058498896,I,inactive
Jul15_1_lxgy,Jul15_1,RemLazy,post2,0.828918322,0.048565121,I,NA
Jul15_1_lxgy,Jul15_1,RemLazy,post1,0.281456954,0.592715232,A,NA
Jul15_1_lxow,Jul15_1,RemLazy,post1,0.597130243,0.178807947,I,inactive
Jul15_1_lxow,Jul15_1,RemLazy,post2,0.491721854,0.508278146,A,inactive
Jul15_1_lxow,Jul15_1,RemLazy,pre,0.751655629,0.110375276,NA,inactive
Jul15_1_lylx,Jul15_1,RemLazy,post1,0.434878587,0.310154525,NA,patroller
Jul15_1_lylx,Jul15_1,RemLazy,pre,0.502207506,0.05187638,NA,patroller
Jul15_1_lylx,Jul15_1,RemLazy,post2,0.655629139,0.018763797,NA,patroller
Jul15_1_lywo,Jul15_1,RemLazy,post1,0.3598234,0.364238411,NA,NA
Jul15_1_lywo,Jul15_1,RemLazy,post2,0.591611479,0.152317881,NA,NA
Jul15_1_oglo,Jul15_1,RemLazy,pre,0.624724062,0.294701987,A,nurse
Jul15_1_oglo,Jul15_1,RemLazy,post1,0.420529801,0.491169978,NA,nurse
Jul15_1_oglo,Jul15_1,RemLazy,post2,0.984547461,0.015452539,I,nurse
Jul15_1_olgx,Jul15_1,RemLazy,post1,0,0.399006623,NA,patroller
Jul15_1_olgx,Jul15_1,RemLazy,pre,0.675496689,0.009933775,NA,patroller
Jul15_1_olgx,Jul15_1,RemLazy,post2,0.738410596,0.171081678,NA,patroller
Jul15_1_oowx,Jul15_1,RemLazy,post1,0.640728477,0.039735099,I,inactive
Jul15_1_oowx,Jul15_1,RemLazy,pre,0.686534216,0.131346578,NA,inactive
Jul15_1_oowx,Jul15_1,RemLazy,post2,0.60816777,0.084988962,NA,inactive
Jul15_1_ooxx,Jul15_1,RemLazy,post1,0.666666667,0.114790287,I,NA
Jul15_1_ooxx,Jul15_1,RemLazy,post2,0.616997792,0.206401766,NA,NA
Jul15_1_ooyy,Jul15_1,RemLazy,pre,0.854304636,0,NA,inactive
Jul15_1_ooyy,Jul15_1,RemLazy,post2,0.71192053,0.035320088,NA,inactive
Jul15_1_ooyy,Jul15_1,RemLazy,post1,0.604856512,0.185430464,I,inactive
Jul15_1_owow,Jul15_1,RemLazy,pre,0.976821192,0.023178808,I,forager
Jul15_1_owwo,Jul15_1,RemLazy,pre,1,0,I,inactive
Jul15_1_owyl,Jul15_1,RemLazy,pre,0.281456954,0.052980132,NA,patroller
Jul15_1_oxwx,Jul15_1,RemLazy,post1,0.305739514,0.545253863,A,patroller
Jul15_1_oxwx,Jul15_1,RemLazy,post2,0.620309051,0.259381898,NA,patroller
Jul15_1_oxwx,Jul15_1,RemLazy,pre,0.5,0.157284768,NA,patroller
Jul15_1_oxyo,Jul15_1,RemLazy,post1,0.573951435,0.215231788,I,inactive
Jul15_1_oxyo,Jul15_1,RemLazy,post2,0.568432671,0.357615894,A,inactive
Jul15_1_oxyo,Jul15_1,RemLazy,pre,0.863134658,0.007726269,NA,inactive
Jul15_1_oyxx,Jul15_1,RemLazy,post1,0.302428256,0.313465784,NA,patroller
Jul15_1_oyxx,Jul15_1,RemLazy,pre,0.602649007,0.182119205,NA,patroller
Jul15_1_oyxx,Jul15_1,RemLazy,post2,0.124172185,0.336092715,A,patroller
Jul15_1_wgxl,Jul15_1,RemLazy,pre,0.673289183,0.016556291,NA,patroller
Jul15_1_wlox,Jul15_1,RemLazy,pre,1,0,I,inactive
Jul15_1_wogy,Jul15_1,RemLazy,pre,0.853200883,0.068432671,NA,inactive
Jul15_1_wogy,Jul15_1,RemLazy,post1,0.60816777,0.099337748,I,inactive
Jul15_1_wogy,Jul15_1,RemLazy,post2,0.856512141,0.062913907,I,inactive
Jul15_1_woxx,Jul15_1,RemLazy,post2,0.864238411,0.135761589,I,inactive
Jul15_1_woxx,Jul15_1,RemLazy,post1,0.529801325,0.441501104,NA,inactive
Jul15_1_woxx,Jul15_1,RemLazy,pre,0.675496689,0.225165563,A,inactive
Jul15_1_wwxx,Jul15_1,RemLazy,post2,0.539735099,0.30794702,A,patroller
Jul15_1_wwxx,Jul15_1,RemLazy,post1,0.278145695,0.525386313,A,patroller
Jul15_1_wwxx,Jul15_1,RemLazy,pre,0.612582781,0.144591611,NA,patroller
Jul15_1_wwyy,Jul15_1,RemLazy,pre,0.910596026,0.029801325,I,inactive
Jul15_1_wxgx,Jul15_1,RemLazy,post2,0.657836645,0.100441501,NA,patroller
Jul15_1_wxgx,Jul15_1,RemLazy,pre,0.5,0.167218543,NA,patroller
Jul15_1_wxgx,Jul15_1,RemLazy,post1,0.430463576,0.439293598,NA,patroller
Jul15_1_wxwg,Jul15_1,RemLazy,post2,0.726269316,0.084988962,NA,patroller
Jul15_1_wxwg,Jul15_1,RemLazy,pre,0.5,0.216887417,NA,patroller
Jul15_1_wxwg,Jul15_1,RemLazy,post1,0.195364238,0.464679912,NA,patroller
Jul15_1_wxxo,Jul15_1,RemLazy,pre,0.908388521,0.06401766,I,inactive
Jul15_1_wxxx,Jul15_1,RemLazy,post1,0.369757174,0.122516556,NA,NA
Jul15_1_wxyx,Jul15_1,RemLazy,pre,0.332229581,0.345474614,A,patroller
Jul15_1_wywy,Jul15_1,RemLazy,post2,0.902869757,0,I,NA
Jul15_1_wywy,Jul15_1,RemLazy,post1,0.317880795,0.475717439,NA,NA
Jul15_1_xwxx,Jul15_1,RemLazy,post2,0.367549669,0.326710817,A,patroller
Jul15_1_xwxx,Jul15_1,RemLazy,post1,0.438189845,0.252759382,NA,patroller
Jul15_1_xwxx,Jul15_1,RemLazy,pre,0.154525386,0.609271523,A,patroller
Jul15_1_xxgo,Jul15_1,RemLazy,pre,0.885209713,0.039735099,NA,inactive
Jul15_1_xxgo,Jul15_1,RemLazy,post1,0.569536424,0.313465784,I,inactive
Jul15_1_xxgo,Jul15_1,RemLazy,post2,0.799116998,0.036423841,I,inactive
Jul15_1_xxlx,Jul15_1,RemLazy,pre,0.471854305,0.03807947,NA,patroller
Jul15_1_xxoo,Jul15_1,RemLazy,post1,0.413907285,0.395143488,NA,nurse
Jul15_1_xxoo,Jul15_1,RemLazy,pre,0.488410596,0.261589404,A,nurse
Jul15_1_xxoo,Jul15_1,RemLazy,post2,0.59602649,0.348785872,A,nurse
Jul15_1_xxxw,Jul15_1,RemLazy,pre,0.347682119,0.059602649,NA,patroller
Jul15_1_xxxw,Jul15_1,RemLazy,post2,0.453642384,0.215231788,NA,patroller
Jul15_1_xxxw,Jul15_1,RemLazy,post1,0.298013245,0.198675497,NA,patroller
Jul15_1_ygwo,Jul15_1,RemLazy,post2,0.322847682,0.254966887,NA,NA
Jul15_1_ygxl,Jul15_1,RemLazy,post1,0.111479029,0.248344371,NA,nurse
Jul15_1_ygxl,Jul15_1,RemLazy,post2,0.385209713,0.260485651,NA,nurse
Jul15_1_ygxl,Jul15_1,RemLazy,pre,0.443708609,0.208609272,NA,nurse
Jul15_1_ylxx,Jul15_1,RemLazy,post2,0.939293598,0,I,NA
Jul15_1_ylxx,Jul15_1,RemLazy,post1,0.601545254,0.254966887,I,NA
Jul15_1_yoox,Jul15_1,RemLazy,post1,0.157836645,0.310154525,NA,NA
Jul15_1_yoox,Jul15_1,RemLazy,post2,0.681015453,0.098233996,NA,NA
Jul15_1_ywgo,Jul15_1,RemLazy,post1,0.536423841,0.357615894,NA,nurse
Jul15_1_ywgo,Jul15_1,RemLazy,post2,0.662251656,0.23013245,NA,nurse
Jul15_1_ywgo,Jul15_1,RemLazy,pre,0.367549669,0.294701987,A,nurse
Jul15_1_ywxx,Jul15_1,RemLazy,pre,0.495584989,0.39183223,A,forager
Jul15_1_yxwg,Jul15_1,RemLazy,post2,0.622516556,0.290286976,A,nurse
Jul15_1_yxwg,Jul15_1,RemLazy,post1,0.584988962,0.266004415,I,nurse
Jul15_1_yxwg,Jul15_1,RemLazy,pre,0.67384106,0.157284768,NA,nurse
Jul15_1_yxxx,Jul15_1,RemLazy,post2,0.549668874,0.286975717,A,NA
Jul15_1_yxxx,Jul15_1,RemLazy,post1,0.174392936,0.561810155,A,NA
Jul15_1_yygx,Jul15_1,RemLazy,pre,0.783664459,0.091611479,NA,inactive
Jul15_1_yygx,Jul15_1,RemLazy,post2,0.698675497,0.114790287,NA,inactive
Jul15_1_yygx,Jul15_1,RemLazy,post1,0.020971302,0.88410596,A,inactive
Jul15_1_yyxx,Jul15_1,RemLazy,post1,0.033932136,0.59028301,A,inactive
Jul15_1_yyxx,Jul15_1,RemLazy,pre,0.932119205,0,I,inactive
Jul15_1_yyxx,Jul15_1,RemLazy,post2,0.956953642,0.043046358,I,inactive
Jul15_2_ddww,Jul15_2,RemLazy,pre,0.398454746,0.350993377,NA,forager
Jul15_2_ggww,Jul15_2,RemLazy,pre,0.379139073,0.311258278,NA,patroller
Jul15_2_ggxw,Jul15_2,RemLazy,post1,0.842163355,0.014348786,I,NA
Jul15_2_ggxw,Jul15_2,RemLazy,post2,0.578366446,0.030905077,NA,NA
Jul15_2_gxgg,Jul15_2,RemLazy,post2,0.697571744,0,I,inactive
Jul15_2_gxgg,Jul15_2,RemLazy,pre,0.671081678,0.111479029,NA,inactive
Jul15_2_gxgg,Jul15_2,RemLazy,post1,0.801324503,0.011037528,I,inactive
Jul15_2_gxxx,Jul15_2,RemLazy,pre,0.610375276,0.150110375,NA,patroller
Jul15_2_gyxw,Jul15_2,RemLazy,pre,0.479028698,0.413907285,A,nurse
Jul15_2_gyxw,Jul15_2,RemLazy,post1,0.678807947,0.266004415,NA,nurse
Jul15_2_gyxw,Jul15_2,RemLazy,post2,0.72406181,0,I,nurse
Jul15_2_loog,Jul15_2,RemLazy,pre,0.719646799,0.249448124,NA,inactive
Jul15_2_ooww,Jul15_2,RemLazy,pre,0.952538631,0.020971302,I,inactive
Jul15_2_owxg,Jul15_2,RemLazy,post1,0.618101545,0.059602649,NA,patroller
Jul15_2_owxg,Jul15_2,RemLazy,pre,0.354304636,0.144591611,NA,patroller
Jul15_2_oxxg,Jul15_2,RemLazy,pre,0.461368653,0.306843267,NA,patroller
Jul15_2_oxxw,Jul15_2,RemLazy,post2,0.663355408,0.057395143,NA,nurse
Jul15_2_oxxw,Jul15_2,RemLazy,pre,0.514900662,0.399006623,A,nurse
Jul15_2_oxxw,Jul15_2,RemLazy,post1,0.509933775,0.197571744,NA,nurse
Jul15_2_oxxx,Jul15_2,RemLazy,post1,0.408388521,0.264900662,NA,NA
Jul15_2_oxxx,Jul15_2,RemLazy,post2,0.432671082,0.052980132,NA,NA
Jul15_2_woxw,Jul15_2,RemLazy,pre,0.333333333,0.477924945,A,patroller
Jul15_2_woxw,Jul15_2,RemLazy,post1,0.471854305,0.034768212,NA,patroller
Jul15_2_woxw,Jul15_2,RemLazy,post2,0.767108168,0,I,patroller
Jul15_2_wxxx,Jul15_2,RemLazy,pre,0.84602649,0.029801325,I,inactive
Jul15_2_xggg,Jul15_2,RemLazy,pre,0.725165563,0.125827815,I,inactive
Jul15_2_xoxx,Jul15_2,RemLazy,post1,0.58388521,0.123620309,NA,NA
Jul15_2_xoxx,Jul15_2,RemLazy,post2,0.650110375,0.008830022,NA,NA
Jul15_2_xoyg,Jul15_2,RemLazy,pre,0.388520971,0.196467991,NA,patroller
Jul15_2_xwxw,Jul15_2,RemLazy,pre,0.449227373,0.37196468,A,nurse
Jul15_2_xwxx,Jul15_2,RemLazy,post1,0.235099338,0.17218543,NA,NA
Jul15_2_xxgg,Jul15_2,RemLazy,pre,0.663355408,0.11589404,NA,inactive
Jul15_2_xxgx,Jul15_2,RemLazy,post2,0.491169978,0.169977925,A,inactive
Jul15_2_xxgx,Jul15_2,RemLazy,post1,0.915011038,0,I,inactive
Jul15_2_xxgx,Jul15_2,RemLazy,pre,0.768211921,0.189845475,I,inactive
Jul15_2_xxog,Jul15_2,RemLazy,post2,0.51986755,0.059602649,NA,NA
Jul15_2_xxog,Jul15_2,RemLazy,post1,0.420529801,0.153421634,NA,NA
Jul15_2_xxwx,Jul15_2,RemLazy,post1,0.125827815,0.67384106,A,NA
Jul15_2_xxxw,Jul15_2,RemLazy,post1,0.508830022,0.444812362,A,NA
Jul15_2_xxxw,Jul15_2,RemLazy,post2,0.571743929,0.090507726,A,NA
Jul15_2_yxog,Jul15_2,RemLazy,pre,0.277041943,0.369757174,A,nurse
Jul15_2_yxxw,Jul15_2,RemLazy,pre,0.779801325,0.220198675,I,inactive
Jul15_2_yyxw,Jul15_2,RemLazy,pre,0.365342163,0.067328918,NA,patroller
Jul15_2_yyxw,Jul15_2,RemLazy,post1,0.3598234,0.284768212,A,patroller
Jul15_2_yyxw,Jul15_2,RemLazy,post2,0.443708609,0.07615894,A,patroller
Jul15_3_dgog,Jul15_3,RemLazy,pre,1,0,NA,inactive
Jul15_3_dgog,Jul15_3,RemLazy,post2,1,0,NA,inactive
Jul15_3_dgog,Jul15_3,RemLazy,post1,0.579470199,0.263796909,NA,inactive
Jul15_3_dgyw,Jul15_3,RemLazy,post1,0.251655629,0.617549669,A,NA
Jul15_3_dogg,Jul15_3,RemLazy,pre,0.760485651,0.016556291,NA,patroller
Jul15_3_dxdg,Jul15_3,RemLazy,post1,0.438189845,0.368653422,A,inactive
Jul15_3_dxdg,Jul15_3,RemLazy,pre,0.951986755,0,NA,inactive
Jul15_3_dxdg,Jul15_3,RemLazy,post2,1,0,NA,inactive
Jul15_3_gdog,Jul15_3,RemLazy,pre,1,0,NA,inactive
Jul15_3_glgg,Jul15_3,RemLazy,post2,1,0,NA,inactive
Jul15_3_glgg,Jul15_3,RemLazy,pre,1,0,NA,inactive
Jul15_3_glgg,Jul15_3,RemLazy,post1,0.501655629,0,NA,inactive
Jul15_3_godg,Jul15_3,RemLazy,post1,0.422737307,0.105960265,NA,NA
Jul15_3_golw,Jul15_3,RemLazy,post1,0.137417219,0.599337748,A,nurse
Jul15_3_golw,Jul15_3,RemLazy,post2,0.567328918,0.015452539,NA,nurse
Jul15_3_golw,Jul15_3,RemLazy,pre,0.928807947,0,NA,nurse
Jul15_3_goxg,Jul15_3,RemLazy,post2,0.236203091,0.230684327,A,NA
Jul15_3_gxow,Jul15_3,RemLazy,post2,0.619205298,0.037527594,NA,inactive
Jul15_3_gxow,Jul15_3,RemLazy,pre,0.961368653,0,NA,inactive
Jul15_3_gxow,Jul15_3,RemLazy,post1,0.424944812,0.274834437,NA,inactive
Jul15_3_gxyx,Jul15_3,RemLazy,post2,1,0,NA,inactive
Jul15_3_gxyx,Jul15_3,RemLazy,post1,0.418322296,0.118101545,NA,inactive
Jul15_3_gxyx,Jul15_3,RemLazy,pre,1,0,NA,inactive
Jul15_3_gyww,Jul15_3,RemLazy,pre,1,0,NA,inactive
Jul15_3_gyxw,Jul15_3,RemLazy,post1,0.298013245,0.167218543,NA,NA
Jul15_3_llwx,Jul15_3,RemLazy,pre,1,0,NA,inactive
Jul15_3_loog,Jul15_3,RemLazy,pre,1,0,NA,inactive
Jul15_3_loyw,Jul15_3,RemLazy,pre,1,0,NA,inactive
Jul15_3_loyw,Jul15_3,RemLazy,post2,1,0,NA,inactive
Jul15_3_loyw,Jul15_3,RemLazy,post1,0.727373068,0.152317881,I,inactive
Jul15_3_lwdg,Jul15_3,RemLazy,pre,0.940397351,0,NA,nurse
Jul15_3_lwdg,Jul15_3,RemLazy,post2,0.242825607,0.137969095,A,nurse
Jul15_3_lwdg,Jul15_3,RemLazy,post1,0.522075055,0.266004415,NA,nurse
Jul15_3_lygg,Jul15_3,RemLazy,pre,0.427152318,0.373068433,A,patroller
Jul15_3_lygg,Jul15_3,RemLazy,post1,0.196467991,0.541942605,A,patroller
Jul15_3_odxl,Jul15_3,RemLazy,pre,1,0,NA,inactive
Jul15_3_olog,Jul15_3,RemLazy,pre,0.495033113,0.245033113,A,patroller
Jul15_3_owow,Jul15_3,RemLazy,pre,1,0,NA,inactive
Jul15_3_owow,Jul15_3,RemLazy,post2,0.988962472,0,NA,inactive
Jul15_3_owow,Jul15_3,RemLazy,post1,0.48785872,0.199779249,NA,inactive
Jul15_3_owxw,Jul15_3,RemLazy,pre,1,0,NA,inactive
Jul15_3_oxyw,Jul15_3,RemLazy,post2,0.858719647,0,NA,inactive
Jul15_3_oxyw,Jul15_3,RemLazy,pre,1,0,NA,inactive
Jul15_3_oxyw,Jul15_3,RemLazy,post1,0.665562914,0.292494481,NA,inactive
Jul15_3_oydg,Jul15_3,RemLazy,post1,0.793046358,0.105960265,I,inactive
Jul15_3_oydg,Jul15_3,RemLazy,post2,1,0,NA,inactive
Jul15_3_oydg,Jul15_3,RemLazy,pre,1,0,NA,inactive
Jul15_3_oylw,Jul15_3,RemLazy,post1,0.495033113,0.084437086,NA,patroller
Jul15_3_oylw,Jul15_3,RemLazy,pre,0.528145695,0.349337748,A,patroller
Jul15_3_wdgg,Jul15_3,RemLazy,post1,0.142384106,0.538631347,A,inactive
Jul15_3_wdgg,Jul15_3,RemLazy,pre,1,0,NA,inactive
Jul15_3_wgdg,Jul15_3,RemLazy,pre,1,0,NA,inactive
Jul15_3_wgxw,Jul15_3,RemLazy,post1,0.801324503,0.051324503,I,NA
Jul15_3_woyg,Jul15_3,RemLazy,pre,0.92384106,0.07615894,A,inactive
Jul15_3_woyg,Jul15_3,RemLazy,post1,0.907284768,0.058498896,I,inactive
Jul15_3_woyg,Jul15_3,RemLazy,post2,0.801324503,0.024834437,NA,inactive
Jul15_3_wyog,Jul15_3,RemLazy,post1,0.654525386,0.040838852,NA,inactive
Jul15_3_wyog,Jul15_3,RemLazy,pre,1,0,NA,inactive
Jul15_3_wyog,Jul15_3,RemLazy,post2,0.690949227,0,NA,inactive
Jul15_3_wyxo,Jul15_3,RemLazy,post1,0.490066225,0.11589404,NA,inactive
Jul15_3_wyxo,Jul15_3,RemLazy,post2,1,0,NA,inactive
Jul15_3_wyxo,Jul15_3,RemLazy,pre,1,0,NA,inactive
Jul15_3_xdww,Jul15_3,RemLazy,post1,0.072847682,0.786423841,A,NA
Jul15_3_xggo,Jul15_3,RemLazy,pre,1,0,NA,inactive
Jul15_3_xgyg,Jul15_3,RemLazy,post1,0.198675497,0.32781457,NA,patroller
Jul15_3_xgyg,Jul15_3,RemLazy,post2,0.573951435,0.003311258,NA,patroller
Jul15_3_xgyg,Jul15_3,RemLazy,pre,0.707505519,0.03200883,A,patroller
Jul15_3_xgyw,Jul15_3,RemLazy,post2,1,0,NA,NA
Jul15_3_xllw,Jul15_3,RemLazy,post1,0.45584989,0.061810155,NA,patroller
Jul15_3_xllw,Jul15_3,RemLazy,post2,0,1,A,patroller
Jul15_3_xllw,Jul15_3,RemLazy,pre,0.716335541,0.057395143,A,patroller
Jul15_3_xwyg,Jul15_3,RemLazy,post2,0.091059603,0.185430464,A,inactive
Jul15_3_xwyg,Jul15_3,RemLazy,pre,1,0,NA,inactive
Jul15_3_xwyg,Jul15_3,RemLazy,post1,0,0.283112583,NA,inactive
Jul15_3_yddg,Jul15_3,RemLazy,pre,1,0,NA,inactive
Jul15_3_yggg,Jul15_3,RemLazy,pre,1,0,NA,inactive
Jul15_3_yggg,Jul15_3,RemLazy,post1,0.48785872,0.050772627,NA,inactive
Jul15_3_yggg,Jul15_3,RemLazy,post2,1,0,NA,inactive
Jul15_3_yldw,Jul15_3,RemLazy,post1,0.350993377,0.268211921,NA,nurse
Jul15_3_yldw,Jul15_3,RemLazy,pre,0.836092715,0.114238411,A,nurse
